data.reading,data.name
2665.379995563999,TRIP_SEGMENTATION/segment_into_trips_time/loop
1284.2469139839523,TRIP_SEGMENTATION/segment_into_trips_time/loop
1265.3199685662985,TRIP_SEGMENTATION/segment_into_trips_time/loop
1091.5100494888611,TRIP_SEGMENTATION/segment_into_trips_time/loop
1055.6496162987314,TRIP_SEGMENTATION/segment_into_trips_time/loop
1039.5371300000697,TRIP_SEGMENTATION/segment_into_trips_time/loop
1035.6678306288086,TRIP_SEGMENTATION/segment_into_trips_time/loop
975.4642725950107,TRIP_SEGMENTATION/segment_into_trips_time/loop
945.784791499842,TRIP_SEGMENTATION/segment_into_trips_time/loop
817.113975782413,TRIP_SEGMENTATION/segment_into_trips_time/loop
788.0088653620332,TRIP_SEGMENTATION/segment_into_trips_time/loop
787.7535728449002,TRIP_SEGMENTATION/segment_into_trips_time/loop
757.4655506070703,TRIP_SEGMENTATION/segment_into_trips_time/loop
665.4435674459673,TRIP_SEGMENTATION/segment_into_trips_time/loop
645.3230230067857,TRIP_SEGMENTATION/segment_into_trips_time/loop
625.6116419476457,TRIP_SEGMENTATION/segment_into_trips_time/loop
612.0811126520857,TRIP_SEGMENTATION/segment_into_trips_time/loop
605.4517976567149,TRIP_SEGMENTATION/segment_into_trips_time/loop
593.5782219157554,TRIP_SEGMENTATION/segment_into_trips_time/loop
591.5346419289708,TRIP_SEGMENTATION/segment_into_trips_time/loop
578.7001325688325,TRIP_SEGMENTATION/segment_into_trips_time/loop
557.2774913855828,TRIP_SEGMENTATION/segment_into_trips_time/loop
512.744142300915,TRIP_SEGMENTATION/segment_into_trips_time/loop
480.0983743807301,TRIP_SEGMENTATION/segment_into_trips_time/loop
451.9927209862508,TRIP_SEGMENTATION/segment_into_trips_time/has_trip_ended
446.6091754510999,TRIP_SEGMENTATION/segment_into_trips_time/loop
437.15860290871933,TRIP_SEGMENTATION/segment_into_trips_time/loop
428.41907854098827,TRIP_SEGMENTATION/segment_into_trips_time/loop
424.1901760599576,TRIP_SEGMENTATION/segment_into_trips_time/has_trip_ended
411.70673429314047,TRIP_SEGMENTATION/segment_into_trips_time/loop
408.5576925310306,TRIP_SEGMENTATION/segment_into_trips_time/loop
386.2584699159488,TRIP_SEGMENTATION/segment_into_trips_time/loop
379.8682478950359,TRIP_SEGMENTATION/segment_into_trips_time/loop
360.2217940296978,TRIP_SEGMENTATION/segment_into_trips_time/has_trip_ended
354.2243507578969,TRIP_SEGMENTATION/segment_into_trips_time/loop
343.452323267702,TRIP_SEGMENTATION/segment_into_trips_dist/has_trip_ended
342.9994963547215,TRIP_SEGMENTATION/segment_into_trips_time/has_trip_ended
340.25392481219023,TRIP_SEGMENTATION/segment_into_trips_time/loop
339.2991538848728,TRIP_SEGMENTATION/segment_into_trips_time/has_trip_ended
337.23896976327524,TRIP_SEGMENTATION/segment_into_trips_time/loop
336.1135660838336,TRIP_SEGMENTATION/segment_into_trips_time/loop
332.0855873012915,TRIP_SEGMENTATION/segment_into_trips_time/loop
319.6125478427857,TRIP_SEGMENTATION/segment_into_trips_time/loop
315.6563572897576,TRIP_SEGMENTATION/segment_into_trips_time/loop
297.0938116251491,TRIP_SEGMENTATION/segment_into_trips_time/has_trip_ended
278.80741431657225,TRIP_SEGMENTATION/segment_into_trips_time/loop
276.2975011342205,TRIP_SEGMENTATION/segment_into_trips_time/has_trip_ended
271.6645954749547,TRIP_SEGMENTATION/segment_into_trips_time/has_trip_ended
267.4281155592762,TRIP_SEGMENTATION/segment_into_trips_time/has_trip_ended
264.30582678318024,TRIP_SEGMENTATION/segment_into_trips_time/has_trip_ended
263.7548718978651,TRIP_SEGMENTATION/segment_into_trips_time/loop
263.6807157509029,TRIP_SEGMENTATION/segment_into_trips_time/loop
260.6855287384242,TRIP_SEGMENTATION/segment_into_trips_time/has_trip_ended
252.57071326486766,TRIP_SEGMENTATION/segment_into_trips_time/has_trip_ended
252.40948360506445,TRIP_SEGMENTATION/segment_into_trips_time/loop
251.00528500508517,TRIP_SEGMENTATION/segment_into_trips_time/loop
246.12458440521732,TRIP_SEGMENTATION/segment_into_trips_time/loop
